state,name,type,city,county,enroll,mmr,xmed,xper
California,Abby Reinke Elementary,Public,Temecula,Riverside,137,99,2,0
California,Abraham Lincoln Elementary,Public,Santa Ana,Orange,135,99,1,0
California,Achieve Academy,Public,Oakland,Alameda,116,99,1,0
California,Ada Clegg Elementary,Public,Huntington Beach,Orange,100,99,0,0
California,Adam William Laird Elementary,Public,Santa Maria,Santa Barbara,121,99,1,0
California,Adams Elementary,Public,Santa Barbara,Santa Barbara,126,99,1,0
California,Addams Elementary,Public,Fresno,Fresno,124,99,0,0
California,Agua Caliente Elementary,Public,Cathedral City,Riverside,118,99,1,0
California,Akira Yokomi Elementary,Public,Fresno,Fresno,105,99,1,0
California,Alamos Elementary,Public,Murrieta,Riverside,149,99,1,0
California,Alexandria Avenue Elementary,Public,Los Angeles,Los Angeles,144,99,1,0
California,Alicante Avenue Elementary,Public,Lamont,Kern,161,99,1,0
California,Alice Birney Elementary,Public,Colton,San Bernardino,102,99,1,0
California,Alisal Community,Public,Salinas,Monterey,110,99,1,0
California,Almond Elementary,Public,Fontana,San Bernardino,156,99,0,0
California,Almond Grove Elementary,Public,Oakley,Contra Costa,101,99,2,0
California,Alpha Elementary,Public,Madera,Madera,130,99,1,0
California,Alpine Vista,Public,Tulare,Tulare,121,99,1,0
California,Alta Loma Elementary,Public,Alta Loma,San Bernardino,145,99,1,0
California,Alta Vista Elementary,Public,Redondo Beach,Los Angeles,104,99,1,0
California,Altamont Creek Elementary,Public,Livermore,Alameda,128,99,1,0
California,Alvarado Elementary,Public,Union City,Alameda,124,99,1,0
California,Alvin Elementary,Public,Santa Maria,Santa Barbara,176,99,1,0
California,Amelia Earhart Elementary,Public,Alameda,Alameda,149,99,1,0
California,Amestoy Elementary,Public,Gardena,Los Angeles,128,99,0,0
California,Andrew Jackson Elementary,Public,Santa Ana,Orange,124,99,0,0
California,Andrew Jackson Elementary,Public,Indio,Riverside,158,99,1,0
California,Andros Karperos,Public,Yuba City,Sutter,107,99,1,0
California,Anna Kirchgater Elementary,Public,Sacramento,Sacramento,105,99,0,0
California,Anna Kyle Elementary,Public,Fairfield,Solano,123,99,0,0
California,Anna M. Glazier Elementary,Public,Norwalk,Los Angeles,116,99,1,0
California,Annie E. Cheney Kindergarten,Public,Coalinga,Fresno,124,99,1,0
California,Annie R. Mitchell,Public,Visalia,Tulare,127,99,0,0
California,Ansgar Larsen Elementary,Public,Oxnard,Ventura,130,99,1,0
California,Antonio Del Buono Elementary,Public,Gilroy,Santa Clara,122,99,1,0
California,Anza Elementary,Public,Torrance,Los Angeles,123,99,1,0
California,Anza Elementary,Public,El Cajon,San Diego,117,99,1,0
California,Apricot Valley Elementary,Public,Patterson,Stanislaus,109,99,1,0
California,Ardenwood Elementary,Public,Fremont,Alameda,142,99,1,0
California,Arlene Hein Elementary,Public,Elk Grove,Sacramento,145,99,1,0
California,Arma J. Shull Elementary,Public,San Dimas,Los Angeles,100,99,1,0
California,Armada Elementary,Public,Moreno Valley,Riverside,172,99,1,0
California,Armona Elementary,Public,Armona,Kings,137,99,1,0
California,Arroyo Seco Elementary,Public,Livermore,Alameda,131,99,1,0
California,Arroyo Verde Elementary,Public,Highland,San Bernardino,112,99,1,0
California,Arroyo Vista Charter,Public,Chula Vista,San Diego,158,99,1,0
California,Art Haycox Elementary,Public,Oxnard,Ventura,173,99,1,0
California,Arthur C. Butler Elementary,Public,Elk Grove,Sacramento,152,99,1,0
California,Arthur Hapgood Elementary,Public,Lompoc,Santa Barbara,130,99,1,0
California,Arundel Elementary,Public,San Carlos,San Mateo,109,99,1,0
California,Ascot Avenue Elementary,Public,Los Angeles,Los Angeles,169,99,1,0
California,Aspire River Oaks Charter,Public,Stockton,San Joaquin,125,99,1,0
California,Audubon Elementary,Public,Foster City,San Mateo,155,99,1,0
California,Avenal Elementary,Public,Avenal,Kings,121,99,1,0
California,Avocado Elementary,Public,La Mesa,San Diego,120,99,1,0
California,Aynesworth Elementary,Public,Fresno,Fresno,104,99,1,0
California,Balboa Elementary,Public,Glendale,Los Angeles,115,99,1,0
California,Balboa Elementary,Public,San Diego,San Diego,100,99,1,0
California,Baldwin Academy,Public,La Puente,Los Angeles,131,99,0,0
California,Baldwin Stocker Elementary,Public,Arcadia,Los Angeles,122,99,1,0
California,Bancroft Elementary,Public,Walnut Creek,Contra Costa,125,99,1,0
California,Bardin Elementary,Public,Salinas,Monterey,110,99,1,0
California,Barrel Springs Elementary,Public,Palmdale,Los Angeles,114,99,1,0
California,Barton Clara Elementary,Public,Anaheim,Orange,107,99,0,0
California,Bassett Street Elementary,Public,Lake Balboa,Los Angeles,174,99,0,0
California,Battles Washington Elementary,Public,Santa Maria,Santa Barbara,108,99,1,0
California,Bay Elementary,Public,San Lorenzo,Alameda,100,99,1,0
California,Baywood Elementary,Public,San Mateo,San Mateo,134,99,0,0
California,Beachy Avenue Elementary,Public,Arleta,Los Angeles,112,99,1,0
California,Bear Mountain Elementary,Public,Arvin,Kern,114,99,1,0
California,Bear Valley Elementary,Public,Moreno Valley,Riverside,137,99,1,0
California,Beaumont Elementary,Public,Vista,San Diego,114,99,0,0
California,Beckford Charter For Enriched Studies,Public,Northridge,Los Angeles,111,99,1,0
California,Bell Gardens Elementary,Public,Bell Gardens,Los Angeles,146,99,1,0
California,Bella Vista Elementary,Public,Monterey Park,Los Angeles,117,99,1,0
California,Bella Vista Elementary,Public,Desert Hot Springs,Riverside,128,99,1,0
California,Bellevue Elementary,Public,Atwater,Merced,121,99,0,0
California,Ben Hulse Elementary,Public,Imperial,Imperial,196,99,1,0
California,Benjamin Franklin Elementary,Public,Corona,Riverside,119,99,1,0
California,Benjamin Franklin Elementary,Public,Riverside,Riverside,125,99,1,0
California,Berenda Elementary,Public,Madera,Madera,122,99,1,0
California,Berkshire Elementary,Public,Bakersfield,Kern,160,99,0,0
California,Berlyn Elementary,Public,Ontario,San Bernardino,109,99,0,0
California,Bernard L. Hughes Elementary,Public,Modesto,Stanislaus,101,99,0,0
California,Bill L. Williams Elementary,Public,Bakersfield,Kern,160,99,0,0
California,Bishop Elementary,Public,Sunnyvale,Santa Clara,101,99,0,0
California,Bixby Elementary,Public,Long Beach,Los Angeles,144,99,1,0
California,Blue Oaks Elementary,Public,Roseville,Placer,109,99,2,0
California,Bob Holcomb Elementary,Public,San Bernardino,San Bernardino,111,99,1,0
California,Bobbie Smith Elementary,Public,Long Beach,Los Angeles,162,99,0,0
California,Bobier Elementary,Public,Vista,San Diego,140,99,1,0
California,Bon View Elementary,Public,Ontario,San Bernardino,115,99,0,0
California,Bostonia Language Academy,Public,El Cajon,San Diego,138,99,1,0
California,Boulder Ridge Elementary,Public,Menifee,Riverside,130,99,0,0
California,Bowling Green Elementary,Public,Sacramento,Sacramento,112,99,1,0
California,Bradley Elementary,Public,San Bernardino,San Bernardino,103,99,0,0
California,Brentwood Elementary,Public,Brentwood,Contra Costa,130,99,1,0
California,Brentwood Elementary,Public,Victorville,San Bernardino,148,99,1,0
California,Bret Harte Elementary,Public,Corcoran,Kings,325,99,0,0
California,Bret Harte Elementary,Public,Modesto,Stanislaus,118,99,1,0
California,Brewer Island Elementary,Public,Foster City,San Mateo,116,99,1,0
California,Bridge Street Elementary,Public,Yuba City,Sutter,108,99,1,0
California,Brier Elementary,Public,Fremont,Alameda,134,99,1,0
California,Brittan Acres Elementary,Public,San Carlos,San Mateo,115,99,0,0
California,Broad Avenue Elementary,Public,Wilmington,Los Angeles,135,99,1,0
California,Brookhaven Elementary,Public,Placentia,Orange,116,99,1,0
California,Brookvale Elementary,Public,Fremont,Alameda,147,99,0,0
California,Bruce Robert Elementary,Public,Santa Maria,Santa Barbara,187,99,1,0
California,Bud Rank Elementary,Public,Clovis,Fresno,115,99,1,0
California,Budlong Avenue Elementary,Public,Los Angeles,Los Angeles,164,99,0,0
California,Buena Vista Elementary,Public,Bakersfield,Kern,151,99,1,0
California,Buena Vista Elementary,Public,Palmdale,Los Angeles,131,99,1,0
California,Buford Elementary,Public,Lennox,Los Angeles,118,99,1,0
California,Burbank Elementary,Public,Hayward,Alameda,137,99,1,0
California,Burbank Elementary,Public,Long Beach,Los Angeles,146,99,1,0
California,Burbank Elementary,Public,Modesto,Stanislaus,127,99,1,0
California,Buri Buri Elementary,Public,South San Francisco,San Mateo,128,99,1,0
California,Burroughs Elementary,Public,Fresno,Fresno,142,99,1,0
California,Burton Valley Elementary,Public,Lafayette,Contra Costa,145,99,1,0
California,Butte Vista Elementary,Public,Yuba City,Sutter,107,99,1,0
California,Butterfield Elementary,Public,Moreno Valley,Riverside,155,99,1,0
California,Cabot Yerxa Elementary,Public,Desert Hot Springs,Riverside,147,99,1,0
California,Cajon Park Elementary,Public,Santee,San Diego,123,99,0,0
California,Cal Aero Preserve Academy,Public,Chino,San Bernardino,124,99,2,0
California,Calabasas Elementary,Public,Watsonville,Santa Cruz,112,99,1,0
California,Calaveras Elementary,Public,Hollister,San Benito,100,99,1,0
California,Cali Calmecac Language Academy,Public,Windsor,Sonoma,144,99,1,0
California,Caliber: Changemakers Academy,Public,Vallejo,Solano,108,99,1,0
California,Callie Kirkpatrick Elementary,Public,Menifee,Riverside,107,99,0,0
California,Calpella Elementary,Public,Ukiah,Mendocino,121,99,1,0
California,Calwa Elementary,Public,Fresno,Fresno,114,99,1,0
California,Camarena Enrique S. Elementary,Public,Chula Vista,San Diego,137,99,1,0
California,Cambridge Elementary,Public,Concord,Contra Costa,102,99,0,0
California,Cambridge Elementary,Public,Vacaville,Solano,121,99,1,0
California,Camellia Avenue Elementary,Public,North Hollywood,Los Angeles,114,99,0,0
California,Cameron Elementary,Public,West Covina,Los Angeles,110,99,1,0
California,Canalino Elementary,Public,Carpinteria,Santa Barbara,124,99,1,0
California,Canoga Park Elementary,Public,Canoga Park,Los Angeles,141,99,1,0
California,Canterbury Avenue Elementary,Public,Arleta,Los Angeles,167,99,1,0
California,Canyon View Elementary,Public,San Diego,San Diego,101,99,1,0
California,Capri Elementary,Public,Campbell,Santa Clara,101,99,1,0
California,Carl E. Gilbert Elementary,Public,Buena Park,Orange,101,99,0,0
California,Carleton P. Lightfoot Elementary,Public,Alta Loma,San Bernardino,101,99,1,0
California,Carlton Hills Elementary,Public,Santee,San Diego,103,99,1,0
California,Carmel Elementary,Public,Hesperia,San Bernardino,130,99,0,0
California,Caroldale Learning Community,Public,Carson,Los Angeles,110,99,1,0
California,Carrillo Ranch Elementary,Public,Indio,Riverside,108,99,1,0
California,Carroll Elementary,Public,Elk Grove,Sacramento,134,99,1,0
California,Carson Street Elementary,Public,Carson,Los Angeles,147,99,0,0
California,Carsongore Academy Of Enviornmental Studies,Public,Los Angeles,Los Angeles,115,99,0,0
California,Caruthers Elementary,Public,Caruthers,Fresno,118,99,1,0
California,Carver Charles J. Elementary,Public,Cerritos,Los Angeles,113,99,1,0
California,Carver Elementary,Public,Long Beach,Los Angeles,100,99,1,0
California,Casa Loma Elementary,Public,Bakersfield,Kern,132,99,0,0
California,Casey Elementary,Public,Rialto,San Bernardino,120,99,1,0
California,Castle Rock Elementary,Public,Diamond Bar,Los Angeles,119,99,1,0
California,Castlebay Lane Charter,Public,Porter Ranch,Los Angeles,120,99,1,0
California,Castroville Elementary,Public,Castroville,Monterey,100,99,1,0
California,Caswell Elementary,Public,Ceres,Stanislaus,115,99,1,0
California,Cathedral City Elementary,Public,Cathedral City,Riverside,130,99,1,0
California,Cawston Elementary,Public,Hemet,Riverside,147,99,0,0
California,Cecilia Lucero Solorio Elementary,Public,Fontana,San Bernardino,135,99,0,0
California,Cedar Grove Elementary,Public,San Jose,Santa Clara,100,99,0,0
California,Cedargrove Elementary,Public,Covina,Los Angeles,108,99,0,0
California,Cedarwood Elementary,Public,Clovis,Fresno,131,99,0,0
California,Celerity Himalia Charter,Public,Los Angeles,Los Angeles,104,99,1,0
California,Centennial Elementary,Public,Fresno,Fresno,126,99,0,0
California,Central Elementary,Public,Rancho Cucamonga,San Bernardino,113,99,1,0
California,Central Elementary,Public,Escondido,San Diego,113,99,0,0
California,Central Elementary,Public,San Diego,San Diego,109,99,0,0
California,Cesar Chavez Elementary,Public,Madera,Madera,107,99,1,0
California,Cesar Chavez Elementary,Public,Coachella,Riverside,107,99,1,0
California,Cesar E. Chavez Elementary,Public,Bakersfield,Kern,109,99,1,0
California,Cesar E. Chavez Elementary,Public,Bell Gardens,Los Angeles,156,99,1,0
California,Cesar E. Chavez Elementary,Public,Salinas,Monterey,108,99,1,0
California,Challenger School Â€“ Ardenwood,Private,Newark,Alameda,116,99,1,0
California,Challenger School Berryessa,Private,San Jose,Santa Clara,128,99,1,0
California,Challenger School Of Sports And Fitness,Public,Victorville,San Bernardino,142,99,1,0
California,Chaparral Hills Elementary,Public,Moreno Valley,Riverside,116,99,0,0
California,Charles E. Mack Elementary,Public,Sacramento,Sacramento,129,99,1,0
California,Charles G. Emery Elementary,Public,Buena Park,Orange,109,99,1,0
California,Charles Wright Elementary,Public,Merced,Merced,105,99,0,0
California,Charlotte N. Werner Elementary,Public,Rialto,San Bernardino,130,99,0,0
California,Chase Avenue Elementary,Public,El Cajon,San Diego,128,99,0,0
California,Chavez Elementary,Public,San Diego,San Diego,103,99,1,0
California,Cherry Chase Elementary,Public,Sunnyvale,Santa Clara,123,99,0,0
California,Cherryland Elementary,Public,Hayward,Alameda,116,99,0,0
California,Chester W. Nimitz Elementary,Public,Sunnyvale,Santa Clara,161,99,1,0
California,Christa Mcauliffe Elementary,Public,Oxnard,Ventura,134,99,1,0
California,Chula Vista Hills Elementary,Public,Chula Vista,San Diego,103,99,0,0
California,Citrus Elementary,Public,Upland,San Bernardino,102,99,0,0
California,City Terrace Elementary,Public,Los Angeles,Los Angeles,127,99,0,0
California,Clara Barton Elementary,Public,Eastvale,Riverside,170,99,1,0
California,Clayton A. Record Jr. Elementary,Public,San Jacinto,Riverside,152,99,1,0
California,Cleo Gordon Elementary,Public,Fairfield,Solano,141,99,0,0
California,Cleveland Elementary,Public,Lakewood,Los Angeles,110,99,1,0
California,Cohasset Street Elementary,Public,Lake Balboa,Los Angeles,127,99,1,0
California,Coldwater Canyon Elementary,Public,North Hollywood,Los Angeles,137,99,1,0
California,Cole Elementary,Public,Clovis,Fresno,100,99,0,0
California,College Heights Elementary,Public,Bakersfield,Kern,138,99,1,0
California,Columbia Elementary,Public,Bakersfield,Kern,101,99,0,0
California,Columbia Elementary,Public,Perris,Riverside,132,99,1,0
California,Commodore Stockton Skills,Public,Stockton,San Joaquin,145,99,1,0
California,Commonwealth Avenue Elementary,Public,Los Angeles,Los Angeles,155,99,1,0
California,Congressman Jerry Lewis Elementary,Public,Fort Irwin,San Bernardino,209,99,1,0
California,Conway Elementary,Public,Escondido,San Diego,115,99,1,0
California,Cooper Elementary,Public,Vacaville,Solano,103,99,1,0
California,Coral Mountain Academy,Public,Coachella,Riverside,154,99,1,0
California,Cordelia Hills Elementary,Public,Fairfield,Solano,135,99,1,0
California,Cottonwood Creek,Public,Dublin,Alameda,109,99,1,0
California,Cottonwood Creek Elementary,Public,Visalia,Tulare,100,99,0,0
California,Country Club Elementary,Public,San Ramon,Contra Costa,118,99,1,0
California,Country Lane Elementary,Public,San Jose,Santa Clara,120,99,0,0
California,Cox Academy,Public,Oakland,Alameda,111,99,0,0
California,Cox James H. Elementary,Public,Fountain Valley,Orange,111,99,0,0
California,Coyote Canyon Elementary,Public,Rancho Cucamonga,San Bernardino,151,99,1,0
California,Coyote Creek Elementary,Public,San Ramon,Contra Costa,163,99,1,0
California,Creekside Early Learning Center,Public,Alpine,San Diego,231,99,1,0
California,Creekside Elementary,Public,Danville,Contra Costa,107,99,1,0
California,Creekside Elementary,Public,Salinas,Monterey,110,99,1,0
California,Creekside Elementary,Public,Moreno Valley,Riverside,149,99,1,0
California,Crestmore Elementary,Public,Bloomington,San Bernardino,120,99,1,0
California,Crestwood Elementary,Public,Visalia,Tulare,115,99,1,0
California,Crossroads Elementary,Public,Riverbank,Stanislaus,154,99,2,0
California,Cubberley K8,Public,Long Beach,Los Angeles,113,99,1,0
California,Cucamonga Elementary,Public,Rancho Cucamonga,San Bernardino,106,99,0,0
California,Cumberland Elementary,Public,Sunnyvale,Santa Clara,141,99,1,0
California,Cummings Valley Elementary,Public,Tehachapi,Kern,103,99,3,0
California,Cunningham Elementary,Public,Turlock,Stanislaus,108,99,0,0
California,Cutler Elementary,Public,Cutler,Tulare,130,99,0,0
California,Cvusd Naranca Elementary,Public,El Cajon,San Diego,158,99,1,0
California,Cypress Elementary,Public,Covina,Los Angeles,130,99,0,0
California,Cypress School Of The Arts,Public,Hesperia,San Bernardino,118,99,1,0
California,Cypress Village Elementary,Public,Irvine,Orange,187,99,1,0
California,Dailard Elementary,Public,San Diego,San Diego,114,99,1,0
California,Daisy Gibson Elementary,Public,Palmdale,Los Angeles,121,99,0,0
California,Dan Mini Elementary,Public,Vallejo,Solano,111,99,1,0
California,Danny J. Bakewell Sr. Primary Center,Public,Los Angeles,Los Angeles,233,99,1,0
California,Dapplegray Elementary,Public,Rolling Hills Estates,Los Angeles,114,99,1,0
California,Date Elementary,Public,Fontana,San Bernardino,119,99,1,0
California,David Reese Elementary,Public,Sacramento,Sacramento,135,99,0,0
California,De Anza Elementary,Public,San Jacinto,Riverside,103,99,1,0
California,Dearborn Elementary Charter Academy,Public,Northridge,Los Angeles,143,99,0,0
California,Deerfield Elementary,Public,Irvine,Orange,109,99,1,0
California,Del Mar Elementary,Public,Fresno,Fresno,104,99,1,0
California,Del Rey Elementary,Public,King City,Monterey,168,99,1,0
California,Del Rey Elementary,Public,Victorville,San Bernardino,113,99,0,0
California,Del Rio Elementary,Public,Bakersfield,Kern,134,99,0,0
California,Del Sol Academy,Public,Jurupa Valley,Riverside,149,99,1,0
California,Del Vista Math And Science Academy,Public,Delano,Kern,101,99,0,0
California,Delaine Eastin Elementary,Public,Union City,Alameda,144,99,1,0
California,Delevan Drive Elementary,Public,Los Angeles,Los Angeles,135,99,1,0
California,Della S. Lindley Elementary,Public,Thousand Palms,Riverside,113,99,0,0
California,Delta View Elementary,Public,Pittsburg,Contra Costa,121,99,0,0
California,Demille Elementary,Public,Midway City,Orange,109,99,1,0
California,Denair Elementary Charter Academy,Public,Denair,Stanislaus,124,99,0,0
California,Denker Avenue Elementary,Public,Gardena,Los Angeles,178,99,1,0
California,Dent Elementary,Public,Escalon,San Joaquin,127,99,1,0
California,Desert Knolls Elementary,Public,Apple Valley,San Bernardino,114,99,0,0
California,Desert Rose Elementary,Public,Palmdale,Los Angeles,144,99,0,0
California,Desert View Elementary,Public,Lancaster,Los Angeles,114,99,0,0
California,Design 39 Campus,Public,San Diego,San Diego,148,99,1,0
California,Diamond Creek Elementary,Public,Roseville,Placer,115,99,1,0
California,Dingeman Elementary,Public,San Diego,San Diego,140,99,1,0
California,Discovery,Public,Lancaster,Los Angeles,146,99,1,0
California,Discovery School Of The Arts,Public,Victorville,San Bernardino,114,99,1,0
California,Dolores Huerta International Academy,Public,Fontana,San Bernardino,107,99,1,0
California,Dolores S. Whitley Elementary,Public,Bakersfield,Kern,133,99,0,0
California,Dolores Street Elementary,Public,Carson,Los Angeles,136,99,0,0
California,Don Stowell Elementary,Public,Merced,Merced,102,99,1,0
California,Donald E. Suburu,Public,Bakersfield,Kern,163,99,0,0
California,Donlon Elementary,Public,Pleasanton,Alameda,120,99,1,0
California,Dooley Elementary,Public,Long Beach,Los Angeles,179,99,0,0
California,Dos Caminos,Public,Palmdale,Los Angeles,116,99,1,0
California,Dos Palos Elementary,Public,Dos Palos,Merced,231,99,1,0
California,Douglas J. Miller Elementary,Public,Bakersfield,Kern,134,99,1,0
California,Doyle Elementary,Public,San Diego,San Diego,159,99,0,0
California,Dr. Albert Schweitzer,Public,Anaheim,Orange,101,99,0,0
California,Dr. Douglas K. Fletcher Elementary,Public,Bakersfield,Kern,131,99,1,0
California,Dr. Owen Lloyd Knox Elementary,Public,Los Angeles,Los Angeles,115,99,1,0
California,Dr. Sammy Lee Medical And Health Science Magnet Elementary,Public,Los Angeles,Los Angeles,103,99,1,0
California,Dr. Theodore T. Alexander Jr. Science Center,Public,Los Angeles,Los Angeles,145,99,1,0
California,Driffill Elementary,Public,Oxnard,Ventura,149,99,1,0
California,Dry Creek Elementary,Public,Clovis,Fresno,136,99,1,0
California,Dwight D. Eisenhower Elementary,Public,Garden Grove,Orange,107,99,0,0
California,Dyer Street Elementary,Public,Sylmar,Los Angeles,177,99,1,0
California,Eagle Rock Elementary,Public,Los Angeles,Los Angeles,140,99,0,0
California,Earl Warren Elementary,Public,Lake Elsinore,Riverside,108,99,1,0
California,East Heritage Elementary,Public,Fontana,San Bernardino,131,99,1,0
California,Easterby Elementary,Public,Fresno,Fresno,118,99,1,0
California,Eastlake Elementary,Public,Chula Vista,San Diego,106,99,1,0
California,Eastvale Elementary,Public,Eastvale,Riverside,191,99,1,0
California,Eastwood Elementary,Public,Irvine,Orange,116,99,3,0
California,Eden Gardens Elementary,Public,Hayward,Alameda,102,99,1,0
California,Edgemont Elementary,Public,Moreno Valley,Riverside,125,99,1,0
California,Edison Elementary,Public,Long Beach,Los Angeles,108,99,0,0
California,Edison Thomas Elementary,Public,Anaheim,Orange,139,99,1,0
California,Edith B. Storey Elementary,Public,Fresno,Fresno,149,99,1,0
California,Edna Batey Elementary,Public,Elk Grove,Sacramento,119,99,1,0
California,Edward B. Cole Academy,Public,Santa Ana,Orange,373,99,1,0
California,Edward Kemble Elementary,Public,Sacramento,Sacramento,138,99,1,0
California,Edwin Markham Elementary,Public,Vacaville,Solano,168,99,0,0
California,Edwin Rhodes Elementary,Public,Chino,San Bernardino,146,99,0,0
California,El Camino Real Elementary,Public,Arvin,Kern,143,99,1,0
California,El Dorado Elementary,Public,Lancaster,Los Angeles,150,99,0,0
California,El Marino Elementary,Public,Culver City,Los Angeles,165,99,1,0
California,El Roble Elementary,Public,Gilroy,Santa Clara,144,99,1,0
California,El Sol Santa Ana Science And Arts Academy,Public,Santa Ana,Orange,127,99,0,0
California,El Toro Health Science Academy,Public,Morgan Hill,Santa Clara,115,99,0,0
California,Elder Creek Elementary,Public,Sacramento,Sacramento,108,99,0,0
California,Elim Elementary,Public,Hilmar,Merced,257,99,0,0
California,Eliot Elementary,Public,Gilroy,Santa Clara,104,99,1,0
California,Elkhorn Elementary,Public,Castroville,Monterey,110,99,1,0
California,Ellen Ochoa Learning Center,Public,Cudahy,Los Angeles,163,99,1,0
California,Elm Street Elementary,Public,Bishop,Inyo,160,99,0,0
California,Emblem Academy,Public,Saugus,Los Angeles,158,99,1,0
California,Emerson Elementary,Public,Riverside,Riverside,102,99,0,0
California,Emmett S. Finley Elementary,Public,Holtville,Imperial,121,99,0,0
California,Empresa Elementary,Public,Oceanside,San Diego,133,99,1,0
California,Encino Charter Elementary,Public,Encino,Los Angeles,111,99,1,0
California,Endeavour Elementary,Public,Bakersfield,Kern,135,99,1,0
California,Epiphany Prep Charter,Public,Escondido,San Diego,108,99,0,0
California,Equitas Academy 3 Charter,Public,Los Angeles,Los Angeles,123,99,1,0
California,Equitas Academy Charter,Public,Los Angeles,Los Angeles,108,99,1,0
California,Ericson Elementary,Public,San Diego,San Diego,151,99,1,0
California,Ernest R. Geddes Elementary,Public,Baldwin Park,Los Angeles,114,99,1,0
California,Esperanza Elementary,Public,Los Angeles,Los Angeles,160,99,0,0
California,Esperanza Elementary,Public,Palmdale,Los Angeles,163,99,0,0
California,Esther L. Walter,Public,Anaheim,Orange,101,99,1,0
California,Esther Lindstrom Elementary,Public,Lakewood,Los Angeles,118,99,0,0
California,Eucalyptus Elementary,Public,Hesperia,San Bernardino,118,99,1,0
California,Eucalyptus Hills Elementary,Public,Lakeside,San Diego,116,99,1,0
California,Evergreen Avenue Elementary,Public,Los Angeles,Los Angeles,157,99,1,0
California,Evergreen Elementary,Public,Bakersfield,Kern,133,99,0,0
California,Evergreen Elementary,Public,Whittier,Los Angeles,114,99,1,0
California,Evergreen Elementary,Public,Diamond Bar,Los Angeles,120,99,1,0
California,Ewing Elementary,Public,Fresno,Fresno,154,99,0,0
California,Ezekiel Balderas Elementary,Public,Fresno,Fresno,119,99,1,0
California,Ezequiel Tafoya Alvarado Academy,Public,Madera,Madera,101,99,1,0
California,Fair Avenue Elementary,Public,North Hollywood,Los Angeles,162,99,1,0
California,Fair Oaks Elementary,Public,Oakdale,Stanislaus,141,99,1,0
California,Fair Oaks Ranch Community,Public,Santa Clarita,Los Angeles,157,99,1,0
California,Fairlands Elementary,Public,Pleasanton,Alameda,141,99,0,0
California,Fairmont Charter Elementary,Public,Vacaville,Solano,104,99,1,0
California,Fairview Elementary,Public,Fairfield,Solano,133,99,1,0
California,Fairview Elementary,Public,Modesto,Stanislaus,117,99,1,0
California,Faith Baptist,Private,Canoga Park,Los Angeles,110,99,1,0
California,Fancher Creek Elementary,Public,Fresno,Fresno,110,99,1,0
California,Farnham Charter,Public,San Jose,Santa Clara,102,99,1,0
California,Farr Avenue Elementary,Public,Escondido,San Diego,128,99,0,0
California,Farragut Elementary,Public,Culver City,Los Angeles,116,99,0,0
California,Fay Elementary,Public,San Diego,San Diego,110,99,1,0
California,Feaster Mae L. Charter,Public,Chula Vista,San Diego,183,99,1,0
California,Fenton Primary Center,Public,Pacoima,Los Angeles,242,99,1,0
California,Fern Elementary,Public,Torrance,Los Angeles,105,99,1,0
California,Fiddyment Farm,Public,Roseville,Placer,139,99,0,0
California,Fifteenth Street Elementary,Public,San Pedro,Los Angeles,126,99,1,0
California,Fipps Primary,Public,Riverdale,Fresno,137,99,0,0
California,First Street Elementary,Public,Los Angeles,Los Angeles,103,99,1,0
California,Fletcher Elementary,Public,Orange,Orange,105,99,1,0
California,Fletcher Hills Elementary,Public,El Cajon,San Diego,108,99,1,0
California,Florence Avenue Elementary,Public,Los Angeles,Los Angeles,139,99,1,0
California,Florida Street Discovery Center,Public,Banning,Riverside,102,99,0,0
California,Florin Elementary,Public,Sacramento,Sacramento,105,99,1,0
California,Floyd M. Stork Elementary,Public,Alta Loma,San Bernardino,101,99,1,0
California,Folsom Hills Elementary,Public,Folsom,Sacramento,115,99,1,0
California,Foothill Elementary,Public,Pittsburg,Contra Costa,104,99,0,0
California,Ford Boulevard Elementary,Public,Los Angeles,Los Angeles,142,99,1,0
California,Forest Park Elementary,Public,Fremont,Alameda,143,99,1,0
California,Fortune,Public,Sacramento,Sacramento,232,99,1,0
California,Fortyninth Street Elementary,Public,Los Angeles,Los Angeles,179,99,1,0
California,Foster City Elementary,Public,Foster City,San Mateo,167,99,1,0
California,Foulks Ranch Elementary,Public,Elk Grove,Sacramento,146,99,1,0
California,Four Creeks Elementary,Public,Visalia,Tulare,126,99,0,0
California,Fourth Street Primary Center,Public,Los Angeles,Los Angeles,153,99,1,0
California,Francis Hopkinson Elementary,Public,Los Alamitos,Orange,143,99,0,0
California,Francis J. White Learning Center,Public,Woodlake,Tulare,156,99,1,0
California,Frank Del Olmo Elementary,Public,Los Angeles,Los Angeles,175,99,0,0
California,Frank Kohn Elementary,Public,Tulare,Tulare,114,99,1,0
California,Frank Otis Elementary,Public,Alameda,Alameda,104,99,1,0
California,Frank Paul Elementary,Public,Salinas,Monterey,114,99,1,0
California,Franklin Benjamin Elementary,Public,Anaheim,Orange,115,99,1,0
California,Franklin Elementary,Public,Oakland,Alameda,137,99,0,0
California,Franklin Elementary,Public,Santa Monica,Los Angeles,120,99,0,0
California,Franklin Elementary,Public,Merced,Merced,185,99,0,0
California,Franklin Elementary,Public,Redlands,San Bernardino,108,99,0,0
California,Franklin Elementary,Public,Santa Barbara,Santa Barbara,105,99,1,0
California,Fred E. Weibel Elementary,Public,Fremont,Alameda,105,99,1,0
