State,Location,AIAN,Asian,Black,Hispanic,White,Multi,Total
CT,rural-fringe,0.98630137,2.136986301,2.794520548,7.616438356,80.10958904,6.356164384,1825
CT,suburban-midsize,0.727934486,7.006369427,7.71155596,19.5177434,55.84622384,9.190172884,4396
CT,suburban-large,0.029524653,4.39917331,1.358134042,6.31827576,84.23383525,3.661056983,3387
CT,suburban-large,0.130184118,8.610749489,28.49172401,19.45322671,38.32992375,4.984191929,5377
CT,rural-distant,0,0,1.904761905,1.904761905,90.47619048,5.714285714,105
CT,city-midsize,0.235376603,4.256810897,29.9228766,52.40885417,11.08273237,2.093349359,19968
CT,rural-fringe,1.058201058,1.587301587,1.587301587,2.645502646,90.47619048,2.645502646,189
CT,rural-fringe,0.141843972,1.134751773,0.567375887,5.957446809,89.92907801,2.269503546,705
CT,rural-distant,0,2.127659574,0,8.936170213,83.82978723,5.106382979,235
CT,rural-fringe,1.549463647,3.456495828,3.098927294,8.164481526,78.96305125,4.767580453,1678
CT,rural-distant,1.18694362,2.472799209,1.681503462,5.242334322,89.11968348,0.296735905,1011
CT,rural-fringe,3.508030431,3.846153846,5.367709214,10.27049873,71.72442942,5.28317836,2366
CT,rural-fringe,0.508905852,2.290076336,1.781170483,7.888040712,80.91603053,6.615776081,393
CT,rural-fringe,0,2.35042735,1.068376068,5.128205128,90.27777778,1.175213675,936
CT,suburban-large,0.242634315,3.951473137,0.554592721,4.055459272,88.31889081,2.87694974,2885
CT,suburban-large,0.31167979,8.480971129,22.14566929,26.77165354,39.00918635,3.280839895,6096
CT,rural-fringe,0.329489292,13.17957166,2.55354201,11.77924217,67.87479407,4.283360791,1214
CT,rural-fringe,0.186915888,1.308411215,1.308411215,6.728971963,88.41121495,2.056074766,535
CT,suburban-large,0.663519204,4.006635192,8.906469312,53.13257624,30.67500319,2.615796861,7837
CT,city-small,0.221533008,4.940186088,19.14045193,18.25431989,50.57598582,6.867523261,4514
CT,city-small,0.137080192,9.681288554,4.677861549,7.436600411,76.95339273,1.113776559,5836
CT,suburban-large,0.157728707,4.479495268,2.018927445,7.728706625,82.71293375,2.902208202,3170
CT,suburban-midsize,1.05649977,9.003215434,2.112999541,10.65686725,65.45705099,11.71336702,2177
CT,suburban-midsize,0.21161533,2.868563367,7.900305667,23.72442981,60.19280508,5.102280743,4253
CT,suburban-large,0.072291645,2.499225447,11.49437158,63.27584426,20.10740473,2.550862336,9683
CT,suburban-large,0.188634756,6.390002358,1.131808536,3.749115775,86.2768215,2.263617071,4241
CT,suburban-midsize,0.336983993,1.937657961,1.137320977,9.561920809,85.0463353,1.97978096,2374
CT,rural-fringe,0,1.58013544,0,2.483069977,93.67945824,2.257336343,443
CT,city-midsize,0.174283501,2.372192099,37.82436096,44.23896204,14.34450039,1.045701007,20656
CT,city-small,0.827153451,1.42612664,19.13861951,50.82715345,18.59669139,9.184255562,3506
CT,suburban-midsize,0.047778309,3.941710463,2.460582895,12.54180602,77.63975155,3.36837076,4186
CT,suburban-large,0.12345679,9.481481481,5.481481481,19.13580247,61.25925926,4.518518519,4050
CT,suburban-midsize,0.04497414,3.46300877,1.371711266,5.261974365,88.12682707,1.731504385,4447
CT,rural-distant,0,0,0,3.921568627,93.1372549,2.941176471,102
CT,suburban-large,0.273074823,2.403058438,2.403058438,5.516111415,89.0770071,0.327689787,1831
CT,rural-distant,0,0.71942446,1.438848921,12.23021583,83.81294964,1.798561151,278
CT,suburban-large,0.127836369,7.190795781,3.259827421,6.839245765,79.96164909,2.620645574,3129
CT,rural-fringe,1.095890411,2.876712329,1.643835616,4.657534247,87.53424658,2.191780822,730
CT,city-small,0.148966001,5.196284613,16.98212408,45.05783386,30.66947073,1.945320715,11412
CT,city-small,0.460299194,7.594936709,17.92289988,30.46605293,33.1703107,10.38550058,3476
CT,suburban-large,0,4.042715484,1.601830664,8.543096873,82.6849733,3.127383677,1311
CT,suburban-large,0.17167382,13.13304721,1.545064378,4.206008584,78.02575107,2.918454936,1165
CT,suburban-large,0.155925156,1.819126819,1.247401247,7.068607069,87.52598753,2.182952183,1924
CT,suburban-large,0.967883854,2.551693797,4.047514298,3.387593489,88.47338319,0.571931368,2273
CT,suburban-large,0.170430337,2.25820196,4.772049425,16.74478057,72.73114614,3.323391564,2347
CT,suburban-large,0.269360269,1.346801347,1.279461279,8.484848485,86.73400673,1.885521886,1485
CT,rural-fringe,0.266666667,4,1.6,2.933333333,90.4,0.8,375
CT,suburban-large,0.15037594,1.578947368,2.556390977,10.37593985,80.67669173,4.661654135,1330
CT,rural-fringe,1.882352941,1.647058824,2.588235294,7.294117647,81.17647059,5.411764706,425
CT,suburban-large,0.085689803,1.199657241,1.970865467,10.53984576,80.97686375,5.227077978,1167
CT,rural-fringe,0.213675214,2.884615385,0.854700855,6.303418803,84.29487179,5.448717949,936
CT,rural-fringe,0.411522634,0.617283951,1.234567901,2.572016461,92.28395062,2.880658436,972
CT,rural-fringe,0.170068027,2.040816327,0.807823129,2.636054422,93.79251701,0.552721088,2352
CT,rural-fringe,0.282885431,0.99009901,0.99009901,8.062234795,88.11881188,1.555869873,707
CT,rural-fringe,0.175029172,1.633605601,0.291715286,5.309218203,89.61493582,2.975495916,1714
CT,rural-fringe,0.113895216,2.334851936,0.683371298,3.701594533,92.31207289,0.854214123,1756
CT,rural-fringe,0.135574837,5.23318872,1.762472885,5.01626898,86.14425163,1.70824295,3688
CT,suburban-midsize,0.091365921,1.690269529,3.106441297,5.756052992,88.44221106,0.913659205,2189
CT,rural-fringe,0.095283468,1.953311101,0.952834683,2.096236303,92.85373988,2.048594569,2099
CT,rural-fringe,0.076863951,3.612605688,0.538047656,5.149884704,88.39354343,2.229054573,1301
CT,rural-fringe,0,1.219512195,1.219512195,8.536585366,85.36585366,3.658536585,246
CT,rural-distant,0.242718447,1.45631068,2.184466019,8.980582524,84.22330097,2.912621359,412
CT,suburban-large,0,1.916932907,1.277955272,3.727369542,91.37380192,1.703940362,939
CT,suburban-large,0.360036004,13.59135914,3.195319532,1.215121512,78.44284428,3.195319532,2222
CT,town-fringe,0.09699321,0.678952473,0.290979631,1.648884578,96.60523763,0.678952473,1031
CT,rural-fringe,0.194931774,1.884340481,0.714749838,2.144249513,94.47693307,0.584795322,1539
CT,rural-fringe,0.525210084,3.676470588,0.840336134,5.567226891,86.44957983,2.941176471,952
CT,suburban-large,0.1013582,6.466653152,0.750050679,6.628826272,82.95155078,3.101560916,4933
CT,suburban-large,0.19193858,24.52975048,3.992322457,6.909788868,62.76391555,1.612284069,2605
CT,rural-fringe,1.741293532,2.985074627,2.487562189,5.721393035,84.82587065,2.23880597,402
CT,rural-distant,0,2.5,2.142857143,5.357142857,81.78571429,8.214285714,280
CT,rural-distant,0,0,0,12.93103448,85.34482759,1.724137931,116
CT,suburban-large,0.232666356,3.164262448,4.048394602,13.82038157,77.61749651,1.116798511,2149
CT,rural-distant,0,2,0,4,90,4,150
CT,suburban-large,0.084192802,6.440749316,4.967375289,12.58682383,72.80572511,3.115133656,4751
CT,rural-fringe,1.277955272,3.514376997,0.319488818,2.236421725,92.01277955,0.638977636,313
CT,suburban-large,0.024324982,6.616395038,5.765020676,6.932619801,78.08319144,2.578448066,4111
CT,suburban-large,0.070671378,1.978798587,1.908127208,3.886925795,90.81272085,1.342756184,1415
CT,suburban-large,0.072271742,17.70657673,6.19127921,8.503974946,63.04504939,4.480847988,4151
CT,suburban-large,0.140099626,3.53362391,2.117061021,7.5498132,83.29701121,3.362391034,6424
CT,suburban-midsize,1.785714286,0.595238095,1.19047619,14.28571429,72.02380952,10.11904762,336
CT,town-fringe,0.398142004,1.128069011,1.194426012,5.97213006,88.78566689,2.521566025,1507
CT,city-midsize,0.056868444,8.713509415,16.84569695,41.87413118,30.39302414,2.116769872,15826
CT,rural-fringe,1.179245283,0.471698113,0.943396226,4.245283019,88.20754717,4.952830189,424
CT,suburban-midsize,0.675675676,2.702702703,1.351351351,5.115830116,87.21042471,2.944015444,2072
CT,city-small,0.059934073,3.341324543,21.95085406,29.45759664,42.10368595,3.086604735,6674
CT,rural-fringe,0.176133862,3.302509908,3.918978424,6.164685161,84.67635403,1.761338617,2271
CT,suburban-large,0,0.893854749,1.229050279,3.016759777,92.40223464,2.458100559,895
CT,suburban-large,0.298804781,0.597609562,0.697211155,6.274900398,89.0438247,3.087649402,1004
CT,rural-fringe,0.244598451,3.546677538,1.752955565,3.342845495,90.46066042,0.652262536,2453
CT,town-fringe,0.147239264,4.319018405,4.147239264,24.63803681,63.09202454,3.656441718,4075
CT,suburban-large,0.211002261,8.816880181,4.853051997,9.721175584,75.68952524,0.708364732,6635
CT,rural-distant,0,1.470588235,0,2.941176471,95.58823529,0,68
CT,suburban-large,0.125707102,6.631049654,11.18793212,16.43620365,60.0565682,5.562539283,3182
CT,rural-fringe,1.075268817,2.508960573,2.508960573,2.867383513,88.53046595,2.508960573,279
CT,suburban-large,0.205796604,5.213513977,2.143714629,17.02966901,74.20682559,1.200480192,5831
CT,suburban-midsize,0.669136758,1.714317315,22.99397224,52.80650335,18.38743571,3.428634629,18083
CT,suburban-midsize,0.399520575,5.113863364,3.036356372,8.589692369,79.38473831,3.475829005,2503
CT,suburban-midsize,0.181093807,1.955813111,2.064469395,7.388627309,85.7660268,2.643969576,2761
CT,city-small,0.104525975,11.5605728,7.89171109,17.98892025,58.07463155,4.37963834,9567
CT,suburban-large,0.231357893,4.12884855,22.79765083,36.55454707,33.42231714,2.865278519,5619
CT,suburban-large,0.393700787,1.706036745,0.656167979,14.56692913,81.49606299,1.181102362,762
CT,suburban-large,0.084674005,4.911092295,1.778154107,4.445385267,84.25063506,4.530059272,2362
CT,suburban-large,0.019182812,6.311145214,1.937464032,4.718971801,83.46441588,3.548820257,5213
CT,suburban-large,0.253521127,4.366197183,3.23943662,16.67605634,72.84507042,2.61971831,3550
CT,rural-fringe,0,0.938967136,0.704225352,4.225352113,91.07981221,3.051643192,426
CT,rural-fringe,0.27173913,9.782608696,0.988142292,3.903162055,82.33695652,2.717391304,4048
CT,town-fringe,0.559701493,3.358208955,2.23880597,15.1119403,76.30597015,2.425373134,536
CT,town-fringe,0.212960146,0.91268634,3.224825068,70.1247338,23.57773045,1.947064192,3287
CT,suburban-large,0.063694268,4.74522293,45.06369427,16.40127389,27.70700637,6.01910828,3140
CT,suburban-large,0,9.407894737,11.31578947,13.02631579,61.51315789,4.736842105,1520
CT,suburban-midsize,0.043994721,1.935767708,2.199736032,5.895292565,86.71359437,3.211614606,2273
CT,suburban-large,0.258397933,13.30749354,3.488372093,6.330749354,73.90180879,2.713178295,774
CT,rural-fringe,0,0.954653938,1.07398568,2.863961814,90.57279236,4.534606205,838
DE,town-fringe,0.225479143,5.101465614,25.263059,7.497181511,58.64336716,3.269447576,10644
DE,town-distant,0.469667319,1.585127202,12.85714286,15.26418787,65.98825832,3.835616438,5110
DE,suburban-midsize,0.430976431,3.636363636,27.15151515,9.292929293,53.95286195,5.535353535,7425
DE,city-small,0.973465222,2.888993563,51.13832627,12.05840791,29.54937981,3.391427226,6369
DE,suburban-large,0.195558039,5.266098617,39.37002375,22.04218466,28.39083671,4.735298226,14318
DE,suburban-large,0.268290166,2.930554122,43.87576102,20.85440099,29.23330926,2.837684449,9691
DE,suburban-small,0.460475825,2.993092863,14.65848043,6.44666155,69.83883346,5.602455871,1303
DE,rural-fringe,0.73500588,1.362210898,12.25989808,32.13445708,49.69619757,3.812230498,10204
DE,rural-fringe,0.50856531,0.776231263,19.56638116,8.110278373,64.48072805,6.557815846,3736
DE,rural-fringe,0.423370025,1.143099069,29.42421677,12.70110076,50.46570703,5.842506351,2362
DE,town-fringe,0.352733686,0.730662635,24.91811539,18.92164273,50.56689342,4.509952129,3969
DE,suburban-large,0.419798887,6.462950308,37.74284877,6.580103485,46.16811481,2.626183735,10243
DE,suburban-large,0.247167868,5.094404394,22.38242362,29.88671473,39.76656368,2.622725712,14565
DE,suburban-small,0.428449015,1.428163382,36.44672951,19.39445873,37.3321908,4.970008569,3501
DE,rural-fringe,0.31610264,1.450353291,26.16214206,7.883971737,61.95611752,2.231312756,5378
DE,rural-fringe,0.159553251,0.638213004,25.92740327,22.37734344,47.86597527,3.031511767,2507
DC,city-large,0.171359665,2.153631344,61.17751592,19.96445874,14.40902071,2.124013624,47269
FL,city-midsize,0.218138795,5.512626169,34.62860946,9.87170481,43.60557548,6.163345288,27047
FL,town-distant,0.199840128,0.679456435,11.89048761,1.818545164,82.61390887,2.797761791,5004
FL,suburban-midsize,0.425774734,2.251777719,15.68343429,8.225792292,66.82468616,6.588534808,22782
FL,town-distant,0.156494523,1.158059468,22.66040689,2.535211268,71.33020344,2.159624413,3195
FL,suburban-large,0.217084232,2.353728347,14.2175303,13.92610215,61.98200877,7.303546205,67255
FL,suburban-large,0.259056686,3.813076413,39.09559009,32.03515115,22.06741882,2.729706845,218485
FL,rural-fringe,0.465766185,0.465766185,10.38658593,6.939916162,76.89799721,4.843968328,2147
FL,suburban-midsize,0.295044592,1.689800845,8.697109904,15.0942131,69.38241802,4.841413532,14913
FL,rural-fringe,0.262980445,1.847606204,4.551584626,7.862440998,81.2137559,4.261631827,14830
FL,suburban-large,0.193001594,2.86705267,14.64574417,11.58289279,65.80235518,4.908953596,35751
FL,suburban-large,0.635068877,1.484940462,11.64604249,50.26616857,33.95517161,2.012607985,42830
FL,town-distant,0.13668384,1.061928294,22.77363053,6.455682893,63.81032489,5.761749553,9511
FL,suburban-large,0.055529467,1.193540758,23.12733729,67.84398277,7.187295406,0.59231431,291737
FL,town-distant,0.207425845,0.477079444,11.28396598,45.15660651,40.30284173,2.572080481,4821
FL,town-remote,0.193236715,0.38647343,6.376811594,3.623188406,85.65217391,3.768115942,2070
FL,city-large,0.269421943,4.75089585,43.39027058,11.29704881,35.45077048,4.841592346,112463
FL,suburban-large,0.680626907,2.892012413,34.57636843,6.284715884,48.47315305,7.093123321,38347
FL,suburban-large,0.587051325,2.390137538,14.54209997,14.12277759,62.33646427,6.021469306,11924
FL,rural-fringe,0.104493208,0.313479624,11.07628004,6.060606061,78.36990596,4.07523511,957
FL,rural-fringe,1.355578728,0.375391032,73.53493222,19.5620438,3.962460897,1.209593326,4795
FL,rural-fringe,0.036429872,0.364298725,4.553734062,7.868852459,83.89799636,3.278688525,2745
FL,town-distant,3.216583274,0.643316655,10.50750536,44.03145104,40.45746962,1.143674053,1399
FL,rural-fringe,0.204918033,0.461065574,12.70491803,3.995901639,78.02254098,4.610655738,1952
FL,rural-distant,0.119617225,0.418660287,37.26076555,19.01913876,40.49043062,2.69138756,1672
FL,town-distant,0.190766883,0.801220908,5.818389928,62.74322778,28.6722625,1.774132011,5242
FL,town-remote,0.408552363,0.612828544,14.51722729,63.99291843,19.82840801,0.640065368,7343
FL,suburban-midsize,0.286162651,1.800055386,7.444844457,19.12674236,66.62974245,4.712452691,21666
FL,suburban-small,0.269519765,1.70695851,17.12675596,34.23717739,43.04148971,3.618098661,12244
FL,suburban-large,0.224934071,4.040539842,21.0512436,36.52308806,33.83784063,4.322353793,193390
FL,rural-distant,0.152811736,0.458435208,4.278728606,3.392420538,89.27261614,2.444987775,3272
FL,suburban-midsize,0.260027303,1.501657674,18.3514269,23.14242996,52.96756159,3.776896574,15383
FL,town-distant,0.387296669,0.52672347,30.78233927,4.895429899,57.62974438,5.778466305,6455
FL,rural-distant,0,0.286944046,73.02725968,10.76040172,15.35150646,0.573888092,697
FL,rural-remote,0,0.158478605,7.369255151,20.4437401,68.93819334,3.090332805,1262
FL,suburban-midsize,0.687294559,2.76819429,15.82135775,23.77821847,52.2941512,4.650783733,36811
FL,suburban-large,0.17292303,1.72039482,14.79312347,40.48166006,40.11561861,2.716280009,79226
FL,city-midsize,0.272418435,4.002948529,42.88827639,5.550926223,43.46836741,3.817063009,31202
FL,rural-distant,0.437179243,0.456187037,12.96331496,11.82284737,70.51891275,3.801558639,5261
FL,rural-distant,0.226244344,0.527903469,7.993966817,9.954751131,79.71342383,1.583710407,1326
FL,rural-fringe,0.323176362,0.323176362,53.69344414,7.01754386,36.38042475,2.262234534,2166
FL,suburban-large,0.12073795,2.166038829,13.55887182,33.18603303,47.36066841,3.607649957,41412
FL,rural-fringe,0.517670964,1.819105445,19.88920874,21.87764581,50.94462856,4.951740487,41339
FL,suburban-large,0.146914789,1.757536185,7.117205354,28.9476548,59.15224725,2.878441615,18378
FL,town-remote,0.135501355,1.531165312,11.32791328,40.82655827,43.40108401,2.777777778,7380
FL,town-fringe,0.242950108,0.789587852,6.550976139,5.579175705,82.44685466,4.390455531,11525
FL,suburban-midsize,0.336501769,2.279192396,11.857351,9.553874974,67.3523902,8.620689655,28826
FL,town-distant,1.122681419,0.829808005,6.784900748,41.0022779,46.84347543,3.416856492,6146
FL,suburban-large,0.251131442,4.801741178,25.99453452,39.76787894,27.02498353,2.159730398,185162
FL,suburban-large,0.337134358,2.395637085,10.35994051,59.01834408,25.27317799,2.615765989,50425
FL,suburban-large,0.867661082,3.225179831,27.64036213,33.63099092,31.86917978,2.766626246,169882
FL,suburban-large,0.316875461,2.828297716,7.261606485,22.30213707,62.73249816,4.558585114,67850
FL,suburban-large,0.210207326,4.641633855,18.69671458,16.71201596,55.49473415,4.244694132,93717
FL,suburban-large,0.400214068,1.661353747,21.51732322,34.44633176,39.14535682,2.829420388,85954
FL,town-distant,0.369878604,0.635432473,24.25075873,17.94385432,52.97799697,3.822078907,10544
FL,suburban-large,0.424354244,1.605166052,5.081180812,6.907749077,78.32103321,7.660516605,27100
FL,city-small,0.23431012,2.150314391,9.674931783,20.27227429,62.90188634,4.76628307,33716
FL,suburban-large,0.179880791,4.946721749,14.85388497,25.53545024,51.01907041,3.464991844,65599
FL,rural-fringe,0.124589121,4.44544587,6.584667586,8.819319266,77.39105079,2.634927367,37724
FL,city-midsize,0.266490838,1.890161818,30.81678068,29.72059672,33.42674249,3.879227451,36399
FL,town-distant,0.298841987,0.728427344,18.1359731,14.79267837,61.52409414,4.519985058,5354
FL,town-remote,0.150501672,0.819397993,15.08361204,17.82608696,62.37458194,3.745819398,5980
FL,town-remote,0.498575499,1.46011396,24.07407407,3.240740741,65.63390313,5.092592593,2808
FL,town-distant,0.215796288,0.258955546,12.99093656,3.711696159,79.02460078,3.798014674,2317
FL,city-small,0.260047675,2.145393322,15.85457334,19.53024721,58.0456417,4.164096751,59989
FL,rural-distant,0.20044097,0.581278813,10.68350371,3.227099619,80.27660854,5.03106835,4989
FL,rural-distant,0.305271809,0.998003992,5.353997887,12.03475402,76.64670659,4.661265704,8517
FL,rural-fringe,0.698634487,0.762146713,15.97332487,2.476976818,74.30930454,5.779612575,3149
GA,town-distant,0.17028868,2.294842686,42.65325981,5.676289329,45.24813493,3.95718456,12332
GA,town-remote,0.08303349,0.581234431,21.33960697,15.69332964,58.78771104,3.515084417,3613
GA,rural-remote,0.057603687,0.057603687,15.84101382,38.19124424,44.12442396,1.728110599,1736
GA,city-large,0.122566024,1.207159706,74.01600296,7.800286758,14.97155543,1.88242912,43242
GA,town-remote,0.04730369,0.473036897,21.05014191,12.96121097,61.87322611,3.595080416,2114
GA,rural-distant,0.332225914,0,64.45182724,13.28903654,16.94352159,4.983388704,301
GA,town-distant,0.07264802,1.307664366,65.43770432,2.233926625,27.40646567,3.541590992,5506
GA,rural-distant,0.035958288,0.719165768,2.157497303,8.809780654,86.22797555,2.049622438,2781
GA,rural-fringe,0.250589623,4.665389151,12.75058962,17.38649764,59.96462264,4.982311321,13568
GA,rural-fringe,0.181580476,0.907902382,9.122603138,12.14410227,73.58367228,4.060139454,13768
GA,rural-fringe,0.12300123,0.73800738,42.46617466,11.43911439,42.49692497,2.736777368,3252
GA,rural-fringe,0.226830849,0.486066105,12.022035,7.906675308,76.11795204,3.2404407,3086
GA,city-midsize,0.084324516,1.540031955,76.03408486,4.699982247,15.25386118,2.387715249,22532
GA,rural-fringe,0.039745628,0.914149444,26.2718601,2.623211447,67.3290938,2.821939587,2516
GA,rural-distant,0.228832952,0.457665904,3.232265446,2.459954233,91.81922197,1.802059497,3496
GA,town-fringe,0.043898156,1.931518876,5.31167691,1.273046532,89.24495171,2.194907814,2278
GA,rural-fringe,0.046970409,0.422733678,53.64020667,10.89713481,31.89290747,3.10004697,2129
GA,suburban-large,0.234873057,3.131640756,15.79241696,6.956716251,69.0974164,4.786936584,8941
GA,suburban-large,0.130519904,3.110724385,10.7678921,29.49749837,52.20796171,4.285403524,4597
GA,rural-distant,0.21807149,1.886792453,37.12904143,6.504219209,50.706362,3.555513416,10547
GA,town-distant,0.140088723,0.443614289,65.28134485,3.128648144,27.50408592,3.502218071,4283
GA,rural-fringe,0.029036005,0.406504065,33.18815331,3.542392567,58.82694541,4.006968641,3444
GA,town-distant,0.220534183,2.131830434,6.395491301,35.38348444,52.85469248,3.013967165,4081
GA,rural-remote,0,0,93.91575663,3.744149766,2.184087363,0.15600624,641
GA,town-distant,0.413088379,1.456680074,22.06761605,7.566039787,61.06098489,7.435590825,9199
GA,rural-fringe,0.045599635,0.820793434,29.36616507,19.79024168,47.10442316,2.872777018,2193
GA,rural-fringe,0.147611379,0.489801396,16.95517982,8.776167472,67.34433709,6.286902845,14904
GA,town-fringe,0.21769246,1.266574312,33.20799525,20.14644765,40.09499307,5.066297249,5053
GA,suburban-small,0.068150841,1.862789641,22.83053158,19.42298955,51.02226261,4.793275784,4402
GA,suburban-large,0.159027128,1.824134705,3.115060804,3.816651076,87.97942002,3.105706268,10690
GA,rural-fringe,0.296033156,0.651272943,29.30728242,3.137951451,61.04203671,5.565423327,1689
GA,city-midsize,0.368182443,2.335485644,57.10674543,7.31419151,27.62192609,5.253468883,36395
GA,rural-distant,0.236127509,1.534828808,28.92561983,11.09799292,54.19126328,4.014167651,847
GA,rural-fringe,0.145454545,0.472727273,8.4,6.436363636,79.2,5.345454545,2750
GA,suburban-large,0.171772116,1.89426472,7.395743869,17.56847027,69.41979196,3.549957057,41916
GA,suburban-large,0,0.615384615,0.076923077,1.538461538,96.23076923,1.538461538,1300
GA,city-midsize,0.104112441,1.940953372,49.08157953,24.3697479,20.56964379,3.933962966,13447
GA,rural-remote,1.321585903,0,92.95154185,0.440528634,3.524229075,1.762114537,227
GA,suburban-large,0.17480909,3.994847732,69.79666943,21.09853712,2.44364707,2.491489557,54345
GA,rural-fringe,0.64888248,0.43258832,34.96755588,3.677000721,55.44340303,4.830569575,1387
GA,suburban-large,0.198114685,5.19152622,31.33345005,21.77234319,37.8297688,3.674797048,108523
GA,rural-fringe,0.27258567,0.791796469,30.82814123,18.57476636,46.84579439,2.686915888,7704
GA,town-distant,0.09281221,1.093121584,26.79179128,28.04991234,41.48705785,2.485304733,9697
GA,suburban-large,0.263803225,4.165118526,20.11220926,9.652968715,59.48576949,6.320130787,26914
GA,town-distant,0,0.94637224,11.67192429,12.17665615,68.95899054,6.246056782,1585
GA,rural-fringe,0.123342584,1.140918902,32.80912735,9.03484428,53.77736664,3.114400247,3243
GA,suburban-large,0.385518678,2.082687109,22.1252271,9.456285727,61.66083219,4.289449196,22567
GA,rural-distant,0.540540541,0.42042042,22.34234234,2.342342342,70.93093093,3.423423423,1665
GA,rural-fringe,0.167344011,1.62562754,58.28352857,4.542194597,32.8950514,2.486253885,4183
GA,town-fringe,0.365296804,0.776255708,0.821917808,1.826484018,94.47488584,1.735159817,2190
GA,city-small,0.245459008,1.890034364,4.725085911,69.2071674,21.30584192,2.626411389,8148
GA,rural-fringe,0.232761129,0.465522258,0.26185627,8.408495781,89.08932208,1.542042479,3437
GA,suburban-large,0.267686424,2.887189293,21.56787763,4.378585086,64.30210325,6.596558317,5230
GA,town-distant,0.038073482,0.456881782,50.21892252,10.16561965,36.62668951,2.493813059,5253
GA,suburban-large,0.287629781,6.719202763,64.3018295,17.24495579,9.689595073,1.7567871,93523
GA,rural-fringe,0.125549278,0.376647834,34.05524168,4.111738858,58.53735091,2.793471438,3186
GA,rural-distant,0.226415094,0.301886792,71.54716981,17.50943396,8.679245283,1.735849057,1325
GA,city-small,0.399779432,0.516956162,89.86076647,1.950647918,6.072511718,1.199338296,14508
GA,suburban-large,0.153043205,1.467645097,52.83914767,15.38280422,25.86822588,4.289133932,25483
GA,town-remote,0,1.074840764,90.12738854,1.791401274,4.578025478,2.428343949,2512
GA,rural-distant,0.169648365,1.017890191,28.3929673,3.840222085,64.57433683,2.004935225,6484
GA,town-distant,0.092678406,0.695088044,68.6746988,2.594995366,26.32066728,1.621872104,2158
GA,rural-distant,1.093560146,0.364520049,2.55164034,43.37788578,50.78979344,1.822600243,823
GA,rural-fringe,0.058391725,0.892559226,14.73973974,6.923590257,73.00633967,4.379379379,11988
GA,rural-fringe,0.097307817,0.64871878,35.22542978,9.828089523,50.60006487,3.600389231,3083
GA,town-remote,0.02276867,0.637522769,42.4863388,7.285974499,46.58469945,2.982695811,4392
GA,rural-fringe,0,0.861604739,34.84114163,25.09423802,36.88745288,2.315562736,1857
GA,rural-distant,0.136845706,0.410537119,0.20526856,4.823811153,92.64454328,1.778994184,2923
GA,suburban-large,0.367884663,6.418095948,27.22843649,11.31991051,49.20705941,5.458612975,20115
GA,rural-fringe,0.090461353,0.522665595,7.005729219,10.23218414,78.44004423,3.708915469,9949
GA,suburban-large,0.400658379,17.36908217,3.514965132,13.24338372,62.59799887,2.873911725,46174
GA,rural-distant,0.216216216,0.891891892,10.18918919,8.405405405,76.54054054,3.756756757,3700
GA,suburban-large,0.104088883,11.21218292,41.3300749,14.62561944,29.91423981,2.81379404,88386
GA,city-small,0.125565043,3.139126067,18.50828729,60.35911602,15.36916123,2.49874435,7964
GA,town-distant,0.071856287,0.359281437,0.335329341,26.01197605,72.26347305,0.958083832,4175
GA,rural-remote,0,0,6.972789116,1.530612245,88.94557823,2.551020408,588
GA,city-small,0.270047258,1.680294051,35.51121446,11.52951767,47.3182807,3.690645863,13331
GA,rural-fringe,0.344466078,0.718885727,1.737307174,16.86386102,77.71454246,2.620937547,6677
GA,town-distant,0.457796853,0.515021459,32.41773963,21.54506438,42.71816881,2.34620887,3495
GA,town-distant,0.230946882,0.307929176,74.13394919,13.70284834,8.929946112,2.694380293,1299
GA,suburban-large,0.271712761,0.815138282,46.90926735,7.627365357,40.08733624,4.28918001,10305
GA,suburban-large,0.207452371,10.41354067,31.51116264,29.83733461,24.34751967,3.682990042,175944
GA,rural-fringe,0.058114194,2.58608165,2.339096324,28.9699259,63.27182914,2.774952782,6883
GA,rural-fringe,0.12486687,1.406588564,4.74861361,42.55022219,49.02126409,2.148444673,27229
GA,rural-fringe,0,0.73452256,95.48793284,0.73452256,2.728226653,0.314795383,953
GA,rural-distant,0.229621125,0.373134328,2.870264064,2.439724455,90.01148106,4.075774971,3484
GA,rural-distant,0.227488152,0.587677725,16.03791469,5.061611374,73.66824645,4.417061611,5275
GA,town-distant,0.143678161,1.264367816,23.33333333,7.701149425,63.70689655,3.850574713,3480
GA,rural-distant,0,0.340798442,8.422590068,3.018500487,83.15481986,5.063291139,2054
GA,rural-fringe,0.14925008,2.833304788,52.00998263,9.172763084,31.55048812,4.284211299,40871
GA,city-small,0.16894804,2.830741647,37.48232941,9.074923284,44.99879323,5.444264386,29003
GA,rural-fringe,0.227272727,0.284090909,31.53409091,4.488636364,61.70454545,1.761363636,1760
GA,rural-fringe,0.184989429,2.854122622,5.126849894,14.03276956,74.32610994,3.475158562,7568
GA,rural-fringe,0.041288192,0,23.69942197,7.018992568,64.98761354,4.252683732,2422
GA,town-remote,0.063633471,0.50906777,15.4629335,21.28539612,60.48361438,2.195354757,3143
GA,town-fringe,0.027624309,1.574585635,8.370165746,7.154696133,79.50276243,3.370165746,3620
GA,rural-distant,0.148975791,0.744878957,67.0018622,5.474860335,24.76722533,1.862197393,2685
