State,Location,AIAN,Asian,Black,Hispanic,White,Multi,Total
NY,suburban-large,0.039800995,4.378109453,10.86567164,58.58706468,23.2238806,2.905472637,5025
NY,town-distant,0.217746326,1.252041372,1.551442569,4.463799673,90.55525313,1.95971693,3674
NY,rural-distant,0,0,0.292397661,3.216374269,96.49122807,0,342
NY,rural-distant,0.282087447,0.423131171,1.410437236,3.102961918,93.22990127,1.551480959,709
NY,town-fringe,0.048123195,0.481231954,1.395572666,1.87680462,94.46583253,1.732435034,2078
NY,rural-distant,0,0,0.568181818,2.272727273,96.59090909,0.568181818,176
NY,rural-distant,1.602136182,0.400534045,1.602136182,4.672897196,91.05473965,0.667556742,749
NY,suburban-large,0.124843945,3.370786517,2.559300874,20.78651685,70.16229713,2.996254682,1602
NY,town-fringe,0.318133616,0.530222694,1.113467656,3.658536585,91.19830329,3.181336161,1886
NY,rural-distant,0,0,0,4.032258065,94.55645161,1.411290323,496
NY,rural-distant,0.451467269,0,0,0,99.54853273,0,443
NY,suburban-large,0.079989335,2.799626716,4.439408079,40.55459272,50.01999733,2.106385815,7501
NY,rural-distant,0,0.139082058,0.83449235,3.47705146,95.54937413,0,719
NY,rural-fringe,0.086430424,2.333621435,1.4693172,17.02679343,78.13310285,0.950734659,1157
NY,suburban-large,0,5.176663928,1.273623665,11.66803615,81.01889893,0.862777321,2434
NY,suburban-large,0.057954216,1.564763837,22.42828166,64.90872211,8.31643002,2.72384816,3451
NY,suburban-large,0.034806822,5.290636965,5.70831883,15.62826314,67.52523495,5.812739297,2873
NY,suburban-large,0.110521662,2.851458886,4.045092838,5.41556145,83.81962865,3.757736516,4524
NY,town-distant,0.068775791,0.962861073,0.275103164,4.057771664,92.57221458,2.063273728,1454
NY,rural-fringe,0,0.709219858,0.11820331,4.373522459,92.19858156,2.600472813,846
NY,rural-distant,0.419727177,0.891920252,1.573976915,0.419727177,94.70094439,1.993704092,1906
NY,rural-fringe,0,0.856954515,1.05471325,6.789716546,88.8595913,2.43902439,1517
NY,suburban-large,0.382513661,0.382513661,0.819672131,1.74863388,93.71584699,2.950819672,1830
NY,rural-fringe,0.272744983,2.298850575,9.682446912,15.97506332,69.70582505,2.06506916,5133
NY,rural-distant,0.208768267,0.313152401,0.835073069,11.4822547,82.67223382,4.488517745,958
NY,rural-distant,0.720720721,0.18018018,0.18018018,3.783783784,93.51351351,1.621621622,555
NY,suburban-large,0.035505059,10.43848748,3.230960412,5.290253861,76.46014557,4.544647612,5633
NY,suburban-large,0.301810865,3.018108652,0.335345406,5.667337357,90.50972502,0.167672703,2982
NY,suburban-large,0.061728395,19.19753086,0.24691358,5.884773663,73.47736626,1.131687243,4860
NY,town-distant,0.21893815,2.463054187,7.115489874,1.09469075,88.72468528,0.383141762,1827
NY,suburban-large,0,6.044600939,1.643192488,9.917840376,80.28169014,2.112676056,1704
NY,rural-fringe,0,16.50485437,15.21035599,21.03559871,42.39482201,4.854368932,309
NY,rural-distant,0,0.347222222,0.868055556,2.083333333,93.92361111,2.777777778,576
NY,rural-fringe,0,0.107642626,1.399354144,2.045209903,94.94079656,1.506996771,929
NY,suburban-large,0.128810648,1.674538429,4.615714899,78.46715328,14.74881924,0.364963504,4658
NY,suburban-large,0.088105727,6.167400881,0.352422907,8.810572687,80.969163,3.612334802,1135
NY,rural-fringe,0.280112045,1.400560224,7.723089236,14.3657463,70.46818727,5.762304922,2499
NY,suburban-large,0.091692646,10.96644049,1.485420869,21.29103246,62.91949386,3.245919677,5453
NY,rural-fringe,0.099601594,0.298804781,0.498007968,1.195219124,94.52191235,3.386454183,1004
NY,town-remote,0.15037594,3.233082707,1.654135338,1.278195489,92.48120301,1.203007519,1330
NY,suburban-large,0.114364135,1.006404392,50.91491308,34.01189387,7.639524245,6.312900274,4372
NY,rural-distant,0.510204082,0.255102041,2.295918367,1.020408163,93.36734694,2.551020408,392
NY,rural-distant,0.091157703,0.546946217,0.546946217,0.820419325,96.99179581,1.002734731,1097
NY,rural-distant,0,0,0,0,100,0,17
NY,suburban-large,0.117924528,1.886792453,2.653301887,17.80660377,75.8254717,1.70990566,1696
NY,suburban-small,0.179964007,1.199760048,1.109778044,1.799640072,94.09118176,1.619676065,3334
NY,suburban-large,0,0.970873786,0.970873786,4.854368932,90.29126214,2.912621359,103
NY,rural-remote,3.870292887,0.627615063,0.418410042,2.510460251,89.74895397,2.824267782,956
NY,town-fringe,0.054406964,0.92491839,4.406964091,7.290533188,82.58977149,4.733405876,1838
NY,rural-distant,0.52742616,0.738396624,1.054852321,1.793248945,95.35864979,0.52742616,948
NY,town-fringe,0.262605042,2.415966387,2.258403361,8.403361345,85.81932773,0.840336134,1904
NY,rural-fringe,0.243309002,0.729927007,0.243309002,5.596107056,89.41605839,3.771289538,822
NY,rural-distant,0,0.233100233,0,1.165501166,97.2027972,1.398601399,429
NY,suburban-large,0,2.158273381,2.158273381,12.23021583,81.29496403,2.158273381,139
NY,suburban-large,0,13.98537477,12.34003656,7.861060329,57.40402194,8.409506399,1094
NY,town-fringe,0.095238095,3.238095238,1.428571429,6.761904762,87.23809524,1.238095238,1050
NY,rural-distant,0,0.465116279,1.162790698,2.325581395,95.34883721,0.697674419,430
NY,suburban-large,0.310559006,8.385093168,0.465838509,8.074534161,77.32919255,5.434782609,644
NY,rural-distant,0.628930818,0,0,2.51572327,96.85534591,0,159
NY,suburban-large,0.202989481,1.328658424,12.05019376,44.5285108,40.28418527,1.605462262,5419
NY,city-midsize,0.18639329,3.72428131,57.43064019,28.40346978,9.979209979,0.276005448,27898
NY,suburban-large,0.028296548,2.46179966,5.998868138,12.08262592,76.82512733,2.6032824,3534
NY,rural-fringe,0.225952227,1.452550032,1.807617818,12.1045836,82.53712072,1.872175597,3098
NY,town-fringe,0.236106066,1.452960407,9.153650563,6.665455866,81.56556484,0.926262259,5506
NY,rural-distant,0.230946882,0,0.923787529,6.004618938,87.52886836,5.311778291,433
NY,rural-distant,1.061678463,1.971688574,3.53892821,6.370070779,86.29929221,0.758341759,1978
NY,suburban-large,0,0,48.85518882,51.08534047,0,0.059470711,3363
NY,rural-remote,1.185770751,0,0.395256917,13.43873518,84.98023715,0,253
NY,suburban-large,0.064143682,16.51699808,3.271327774,7.536882617,71.90506735,0.7055805,3118
NY,rural-remote,0.342465753,0,1.369863014,3.424657534,93.83561644,1.02739726,292
NY,town-distant,0.615858353,0.230946882,0.769822941,2.694380293,92.84064665,2.848344881,1299
NY,suburban-large,0.244821092,11.77024482,13.97363465,6.290018832,63.29566855,4.425612053,5310
NY,suburban-large,0.320793234,7.903178769,1.195683873,6.240886556,82.99795859,1.341498979,3429
NY,suburban-large,0.24691358,7.716049383,3.271604938,18.64197531,64.75308642,5.37037037,1620
NY,town-fringe,0,3.93603936,5.904059041,23.86223862,64.08364084,2.21402214,813
NY,suburban-large,0.202961738,5.833270691,2.661053898,13.10230775,76.50154101,1.698864918,13303
NY,suburban-large,0.103305785,1.962809917,2.892561983,19.31818182,75.7231405,0,968
NY,rural-fringe,0,11.11111111,0,22.22222222,66.66666667,0,9
NY,town-distant,34.92586491,0.329489292,1.317957166,5.271828666,53.9538715,4.200988468,1214
NY,rural-distant,0.362976407,0.181488203,1.08892922,3.448275862,94.5553539,0.362976407,551
NY,rural-distant,63.52405722,0.130039012,0,1.170351105,31.59947984,3.576072822,1538
NY,rural-distant,0.12180268,0.609013398,0.974421437,1.827040195,95.00609013,1.461632156,821
NY,town-remote,0.168491997,0.252737995,0.842459983,0.673967987,97.64111205,0.421229992,1187
NY,suburban-small,0.079151496,2.105429793,1.804654108,3.023587146,89.91609941,3.071078043,6317
NY,suburban-small,0.15625,2.0703125,1.875,11.40625,79.5703125,4.921875,2560
NY,suburban-large,0.137127185,1.919780597,0.685635927,6.650668495,88.75557079,1.851217004,2917
NY,suburban-large,0.062787777,19.25491838,0.94181666,6.592716618,67.20385098,5.943909586,4778
NY,suburban-large,0.165929204,2.101769912,1.825221239,4.53539823,88.27433628,3.097345133,1808
NY,city-small,0.199894792,17.41188848,31.44660705,20.4418727,24.23987375,6.25986323,9505
NY,rural-fringe,0,0.795454545,1.477272727,3.181818182,92.72727273,1.818181818,880
NY,rural-distant,0,0,0.537634409,0.860215054,95.80645161,2.795698925,930
NY,rural-remote,0,0,0.448430493,1.34529148,98.20627803,0,223
NY,rural-fringe,0.124843945,0.74906367,1.310861423,2.184769039,95.06866417,0.561797753,1602
NY,rural-fringe,0.892857143,0.297619048,0.595238095,0.595238095,95.83333333,1.785714286,336
NY,suburban-large,0.164338537,1.60230074,3.368940016,2.793755136,91.7419885,0.328677075,2434
NY,suburban-large,0.264850549,5.675368899,0.454029512,10.2913356,80.36322361,2.951191827,2643
NY,suburban-large,0,2.621057308,0.488671701,7.418924922,88.58285207,0.888494003,2251
NY,town-distant,1.662707838,1.979414093,3.246239113,4.908946952,83.92715756,4.275534442,1263
NY,suburban-large,0.024464832,20.34250765,25.57798165,18.12844037,35.5351682,0.391437309,8175
NY,rural-distant,0,1.149425287,1.149425287,4.214559387,92.72030651,0.766283525,261
NY,rural-fringe,0,0.444444444,2.222222222,16.44444444,77.33333333,3.555555556,225
NY,suburban-large,0.101864113,10.08454721,2.444738719,5.816440868,77.65101355,3.901395538,9817
NY,rural-distant,0.149812734,0.599250936,0.524344569,0.599250936,97.07865169,1.048689139,1335
NY,rural-distant,0.455580866,0.683371298,0.911161731,1.59453303,96.35535308,0,439
NY,town-distant,0.457084815,0.558659218,0.60944642,0.863382428,95.83544947,1.675977654,1969
NY,suburban-large,0,2.606007067,1.01590106,6.40459364,88.56007067,1.413427562,2264
NY,town-distant,0,0.920810313,0.920810313,6.813996317,87.38489871,3.959484346,1086
NY,rural-fringe,12.78962002,0.278035218,0.46339203,7.692307692,72.38183503,6.394810009,1079
NY,town-fringe,0.221075903,1.547531319,0.29476787,1.621223287,95.87324982,0.442151805,1357
NY,city-small,0.14858841,0.965824666,5.423476969,5.646359584,83.58098068,4.234769688,1346
NY,suburban-large,0.205427614,5.222186182,1.210941723,7.849497243,84.24694562,1.265001622,9249
NY,town-distant,0.185185185,0.277777778,10.27777778,18.51851852,62.5,8.240740741,1080
NY,suburban-large,0.947225981,0.338294993,5.0067659,7.374830853,78.21380244,8.119079838,1478
NY,suburban-large,0.032509753,4.161248375,1.072821847,6.371911573,87.7763329,0.585175553,3076
NY,suburban-large,0.061362242,9.858866844,6.811208836,7.199836367,69.27797096,6.790754756,4889
NY,suburban-small,0.032123354,0.835207196,0.867330549,2.858978477,93.15772567,2.248634757,3113
NY,suburban-large,0.166722241,6.035345115,7.435811937,40.96365455,42.69756586,2.7009003,5998
NY,rural-remote,0,1.302083333,3.125,3.125,90.88541667,1.5625,384
NY,rural-distant,0,0.478011472,1.147227533,1.625239006,94.07265774,2.676864245,1046
NY,suburban-large,0.066334992,8.059701493,1.990049751,14.52736318,72.70315091,2.653399668,3015
NY,suburban-large,6.807511737,2.288732394,4.225352113,38.96713615,47.65258216,0.058685446,1704
NY,rural-distant,0.789889415,1.105845182,0.473933649,9.794628752,84.83412322,3.001579779,633
NY,town-fringe,0,1.915708812,1.404853129,25.28735632,70.24265645,1.149425287,783
NY,town-distant,0.220426157,2.571638501,0.5143277,3.45334313,89.34606907,3.894195445,1361
NY,rural-distant,0.436205016,0.981461287,1.85387132,1.526717557,94.65648855,0.54525627,917
NY,suburban-large,0.167410714,2.1484375,4.799107143,6.166294643,82.28236607,4.436383929,3584
NY,suburban-large,0.034891835,4.152128402,34.44987206,56.4200977,3.989299837,0.953710165,8598
NY,town-fringe,0,0.789473684,0.263157895,56.97368421,41.71052632,0.263157895,760
NY,rural-distant,3.404669261,0.389105058,0.583657588,1.945525292,91.92607004,1.750972763,1028
NY,rural-remote,1.492537313,0,0,0.746268657,94.02985075,3.731343284,268
NY,rural-remote,0,0.647249191,1.941747573,3.883495146,93.52750809,0,309
NY,rural-fringe,0.111441308,1.114413076,1.225854383,1.523031204,93.49925706,2.526002972,2692
NY,suburban-large,0,0.907441016,1.179673321,2.359346642,94.1923775,1.361161525,1102
NY,rural-distant,2.850356295,0,0,3.087885986,91.44893112,2.612826603,421
NY,suburban-large,0.159821,9.605242129,1.278568004,5.449896116,81.92424485,1.582227905,6257
NY,suburban-large,0.263915547,7.749520154,6.573896353,21.78502879,60.31669866,3.310940499,4168
NY,rural-fringe,0.474576271,1.084745763,3.389830508,2.101694915,90.16949153,2.779661017,1475
NY,suburban-large,0.159134309,5.315085933,18.80967537,5.919796308,66.99554424,2.800763845,3142
NY,suburban-large,0.094265515,33.8256088,0.534171249,3.519245876,60.42419482,1.602513747,6365
NY,city-midsize,1.075530465,7.898578937,49.82966712,13.22269807,22.21627409,5.757251314,20548
NY,rural-distant,0.143369176,0.358422939,1.863799283,10.03584229,81.86379928,5.734767025,1395
NY,suburban-large,0.036791759,2.612214864,3.826342899,58.83002208,32.15599706,2.538631347,2718
NY,rural-fringe,0.245398773,1.472392638,0.981595092,0.122699387,96.68711656,0.490797546,815
NY,rural-distant,0.1001001,0.4004004,0.600600601,1.701701702,96.8968969,0.3003003,999
NY,suburban-large,0.341685649,0.455580866,1.765375854,5.808656036,88.26879271,3.359908884,1756
NY,rural-remote,0.4,0.8,1.2,1.6,96,0,250
NY,rural-distant,0.095785441,0.766283525,2.107279693,8.237547893,86.87739464,1.915708812,1044
NY,city-small,0.198166956,1.486252167,31.58285856,16.57171167,42.75452068,7.406489968,4037
NY,rural-distant,0,0.655430712,1.872659176,3.277153558,88.29588015,5.898876404,1068
NY,suburban-large,0.084459459,6.587837838,10.47297297,13.76689189,66.89189189,2.195945946,1184
NY,suburban-large,0.857142857,1.428571429,4.285714286,63.14285714,29.42857143,0.857142857,350
NY,rural-distant,0.756620429,0.630517024,1.261034048,1.387137453,94.703657,1.261034048,793
NY,rural-fringe,0,0.630517024,0,1.639344262,95.46027743,2.269861286,793
NY,rural-fringe,0,3.333333333,5.833333333,14.58333333,72.5,3.75,240
NY,rural-distant,0,0.833333333,1.30952381,5,89.76190476,3.095238095,840
NY,rural-distant,0,1.077844311,1.916167665,4.670658683,90.17964072,2.155688623,835
NY,suburban-large,0.173963468,1.058277762,40.28703972,56.98753262,0.942302117,0.550884314,6898
NY,city-small,0.28028028,18.7987988,25.42542543,19.10910911,31.29129129,5.095095095,9990
NY,suburban-large,0.205198358,8.344733242,8.413132695,22.77701778,57.11354309,3.146374829,1462
NY,suburban-large,0.390434358,18.00878477,23.18204002,27.47681796,27.91605661,3.025866276,2049
NY,suburban-large,0.179372197,13.90134529,22.86995516,38.83408072,22.15246637,2.062780269,1115
NY,suburban-large,0.333555704,24.08272181,38.35890594,28.81921281,4.803202135,3.602401601,1499
NY,suburban-large,0.134559318,20.27360395,30.11886073,27.15855573,21.48463781,0.829782462,4459
NY,suburban-midsize,0.123494906,10.06483483,2.840382834,3.673973449,80.24081507,3.056498919,3239
NY,suburban-large,0.340522134,2.746878547,2.383654938,5.402951192,86.35641317,2.769580023,4405
NY,rural-fringe,0.170068027,3.146258503,0.765306122,2.210884354,91.2414966,2.465986395,1176
NY,rural-fringe,0,0,0,50,38.46153846,11.53846154,26
NY,suburban-large,0.169894665,1.325178389,6.21814475,21.84845396,68.46755012,1.970778118,2943
NY,town-distant,0,0.804828974,0.60362173,3.018108652,95.3722334,0.201207243,994
NY,suburban-large,0.033715442,2.62980445,0.134861767,6.675657451,88.40188806,2.124072825,2966
NY,suburban-large,0.055243532,4.704907467,6.260933616,15.70757757,71.56799558,1.703342234,10861
NY,town-fringe,0.135317997,0.405953992,0.270635995,1.623815968,93.64005413,3.924221922,739
NY,town-distant,0.35046729,1.985981308,0,2.102803738,93.57476636,1.985981308,856
NY,town-fringe,0.028368794,2.156028369,4.056737589,12.87943262,78.72340426,2.156028369,3525
NY,suburban-large,0.294406281,2.77232581,7.311089303,22.08047105,65.18645731,2.355250245,4076
NY,rural-fringe,0,1.406649616,1.406649616,2.685421995,91.04859335,3.452685422,782
NY,city-small,0.459770115,1.992337165,8.09706258,9.604086845,71.03448276,8.812260536,3915
NY,rural-distant,0,1.181102362,0.393700787,0.656167979,96.06299213,1.706036745,762
NY,suburban-large,0.160128102,7.926341073,16.97357886,12.57005604,52.36188951,10.00800641,1249
NY,town-fringe,0.648148148,1.388888889,1.203703704,2.592592593,91.2037037,2.962962963,1080
NY,town-distant,0.064474533,0.967117988,0.838168923,1.160541586,95.87362992,1.096067054,1551
NY,suburban-large,0.044603033,0.89206066,1.828724353,2.765388046,93.44335415,1.025869759,2242
NY,suburban-large,0.11907597,3.477018338,3.42938795,5.691831388,84.75827578,2.524410574,8398
NY,rural-distant,0,0.952380952,3.673469388,17.82312925,75.37414966,2.176870748,735
NY,town-distant,0.623441397,1.246882793,0.623441397,2.618453865,91.27182045,3.6159601,802
NY,rural-remote,0,0,2.684563758,1.342281879,95.97315436,0,149
NY,town-remote,0.316205534,1.106719368,1.739130435,1.185770751,94.70355731,0.948616601,1265
NY,suburban-large,0.077579519,4.215153866,7.163175588,21.92914404,65.01163693,1.603310059,3867
NY,rural-distant,0,0,0.437956204,2.04379562,95.03649635,2.481751825,685
NY,suburban-large,1.031606673,1.229148376,2.83143108,3.18261633,89.1571554,2.568042142,4556
NY,suburban-large,0.306591722,7.000510986,18.5998978,40.82779765,30.04598876,3.219213081,1957
NY,suburban-large,0.045892611,1.95043598,0.36714089,10.09637448,85.33731069,2.202845342,4358
NY,suburban-large,0.376960193,1.537997587,3.287092883,3.664053076,88.58564536,2.548250905,6632
NY,rural-distant,0,0,1.298701299,1.731601732,94.80519481,2.164502165,231
NY,rural-distant,0,0.459981601,0.919963201,1.011959522,97.33210672,0.27598896,1087
NY,suburban-large,0.244544771,1.222723853,24.3227991,72.62979684,1.354401806,0.225733634,5316
NY,town-distant,0.453172205,0.755287009,1.057401813,6.193353474,90.93655589,0.604229607,662
NY,suburban-large,0.056561086,1.640271493,1.809954751,22.68099548,69.40045249,4.411764706,1768
NY,rural-fringe,0,0.994475138,0.994475138,1.767955801,95.35911602,0.883977901,905
NY,rural-distant,0,0,0,0,96.34703196,3.652968037,219
NY,suburban-large,0.449101796,1.646706587,12.5748503,6.736526946,74.7005988,3.892215569,668
NY,rural-distant,0,0,0,1.550387597,96.89922481,1.550387597,129
NY,city-small,0.014277556,3.912050257,13.42090234,56.59623073,23.44374643,2.61279269,7004
NY,rural-distant,0,0.508259212,1.143583227,2.414231258,95.55273189,0.381194409,787
NY,suburban-midsize,0.031486146,1.353904282,1.133501259,3.337531486,91.46725441,2.676322418,3176
NY,rural-distant,0,0,0,1.293103448,98.70689655,0,232
NY,rural-distant,0.213980029,0.285306705,0.356633381,1.640513552,96.07703281,1.426533524,1402
NY,suburban-large,0,0,0,0,93.75,6.25,16
NY,rural-fringe,0.444839858,0.533807829,3.46975089,9.697508897,83.62989324,2.224199288,1124
NY,suburban-large,0.281096275,12.36823612,3.935347857,3.654251581,75.79560285,3.965465315,9961
NY,rural-distant,0.784313725,0,0.392156863,1.568627451,94.50980392,2.745098039,255
NY,town-distant,0.690846287,0.259067358,0.518134715,3.367875648,91.96891192,3.195164076,1158
NY,rural-distant,0,2.739726027,1.369863014,6.506849315,85.2739726,4.109589041,292
NY,suburban-large,0.227125243,10.54510058,8.046722907,14.89292667,64.08176509,2.206359507,3082
NY,rural-distant,0,0,1.142857143,1.714285714,96.85714286,0.285714286,350
NY,suburban-large,0,0.382409178,47.3040153,50.7456979,1.03250478,0.535372849,2615
NY,suburban-large,0,0.557103064,3.621169916,2.228412256,90.52924791,3.064066852,359
NY,rural-distant,0.925925926,0,1.851851852,0.925925926,96.2962963,0,108
NY,suburban-large,0.240900365,5.333684646,19.02360071,57.05198178,16.92701472,1.422817781,26567
NY,rural-distant,0.137741047,0.275482094,0.688705234,1.239669421,95.45454545,2.203856749,726
NY,rural-fringe,0.087514586,6.213535589,2.975495916,13.97316219,74.12485414,2.625437573,3428
NY,rural-distant,0.247218789,0.741656366,2.101359703,1.977750309,94.68479604,0.247218789,809
NC,city-midsize,1.697237829,2.274729362,45.1794139,12.98083511,29.92189182,7.94589198,51083
NC,city-small,0.2155719,1.572406797,47.04539691,11.79305098,35.60740553,3.766167892,23658
NC,rural-fringe,0.397102461,1.588409845,22.24210159,25.89457148,45.42677605,4.451038576,22916
NC,rural-fringe,0.08040201,1.708542714,4.020100503,9.648241206,80.28140704,4.261306533,4975
NC,rural-remote,0.422535211,0.352112676,0.633802817,22.25352113,74.29577465,2.042253521,1420
NC,rural-distant,0.304692261,1.584399756,56.33759902,4.35709933,34.4606947,2.95551493,3282
NC,rural-fringe,0.032310178,0.516962843,0.516962843,10.59773829,87.17285945,1.163166397,3095
NC,town-fringe,0.1049979,1.784964301,14.34271315,46.19907602,32.94834103,4.619907602,4762
NC,city-small,0.15357613,1.469942957,22.42211496,8.336989908,60.72838964,6.888986398,4558
NC,rural-distant,0.28708134,0.717703349,0.38277512,11.48325359,85.40669856,1.722488038,2090
NC,rural-fringe,0.131042516,0.32032615,32.84799068,16.27839255,46.37449039,4.047757717,6868
NC,rural-distant,0.523560209,0.479930192,80.62827225,2.094240838,14.61605585,1.657940663,2292
NC,rural-distant,1.957482635,0.252578405,37.27636287,18.16459693,37.92885708,4.42012208,4751
NC,rural-fringe,0.783331987,0.831785512,15.02866834,12.79980619,66.18751514,4.368892837,12383
NC,suburban-large,0.334683084,1.66515164,6.772167589,16.19287662,70.74208743,4.293033634,24202
NC,rural-fringe,0.210236921,6.485000404,4.6575564,14.71658446,68.93345193,4.997169888,12367
NC,city-small,0.495065016,4.386652044,19.80573398,16.23061256,54.96475012,4.117186276,31915
NC,suburban-midsize,0.083977158,0.680214982,5.198186093,10.44675848,79.17366476,4.417198522,11908
NC,rural-fringe,0.105988341,1.324854266,10.33386328,3.28563858,79.22628511,5.723370429,1887
NC,town-distant,0.4417383,1.349092646,6.267908309,8.703438395,77.00573066,6.232091691,8376
NC,rural-distant,0.331980819,0.295094061,36.66543711,7.746219107,51.19881962,3.762449281,2711
NC,rural-fringe,0.09118541,6.741641337,5.300911854,15.71428571,67.48328267,4.668693009,16450
NC,city-small,0.256410256,15.04549214,11.1579818,15.71546733,51.59636063,6.228287841,12090
NC,rural-fringe,0.203320908,1.140856207,11.79261267,31.5825144,50.95447871,4.326217102,8853
NC,rural-remote,1.398809524,0.625,1.488095238,5.595238095,87.58928571,3.303571429,3360
NC,rural-distant,0.095192765,0.523560209,45.93050928,6.568300809,43.407901,3.474535935,2101
NC,rural-remote,0.580130529,0.362581581,1.015228426,7.904278463,88.17984046,1.957940537,1379
NC,town-fringe,0.079914758,0.78582845,26.77810336,5.946989877,61.14144912,5.267714438,15016
NC,town-distant,2.689721422,0.9285943,37.59205892,28.97854627,26.35286583,3.458213256,3123
NC,rural-distant,5.227348158,0.149352805,31.13176236,10.40491205,50.89611683,2.1905078,6026
NC,rural-distant,0.123243776,0.591570126,5.126941089,5.348779887,80.79861967,8.010845452,4057
NC,town-remote,0.176609105,1.000784929,2.2566719,15.89481947,76.70722135,3.96389325,5096
NC,rural-fringe,0.298710827,1.27345142,3.50068127,9.066135625,83.38748559,2.473535269,19082
NC,rural-fringe,0.176650072,0.931427654,6.487875381,13.42540549,74.03243938,4.946202023,6227
NC,rural-distant,0.785577601,0.423003324,22.94289455,41.03132239,32.78275758,2.034444556,9929
NC,city-large,0.311302682,2.454501916,45.83931992,29.82519157,18.64224138,2.927442529,33408
NC,rural-distant,0.130060153,0.130060153,56.592424,10.64867501,30.02763778,2.471142904,6151
NC,town-distant,0,0.586756077,3.772003353,20.36881811,71.08130763,4.191114837,1193
NC,city-midsize,0.204626009,2.698505499,28.39916688,25.69518033,38.96663865,4.035882632,54734
NC,rural-distant,0.426742532,0.734945472,30.4646752,18.44476055,46.47937411,3.449502134,8436
NC,suburban-midsize,0.226578972,1.519967272,21.71381817,12.51848821,59.50215565,4.518991724,31777
NC,rural-distant,0.431300062,0.123228589,33.7030191,1.971657425,59.21133703,4.559457794,1623
NC,rural-remote,16.41190668,0.402252615,0.241351569,3.378921963,78.68061142,0.884955752,1243
NC,rural-fringe,0.242470648,0.816743236,33.7927514,16.97294538,44.67840735,3.496681981,7836
NC,rural-distant,0.319488818,0.159744409,36.70926518,31.18210863,29.90415335,1.725239617,3130
NC,city-large,0.421603748,6.481124277,40.69165059,15.31964729,33.07660513,4.009368972,72580
NC,rural-distant,6.475349522,0.662251656,83.99558499,3.899926416,3.826342899,1.140544518,2718
NC,rural-fringe,0.945717732,0.998793727,24.53075995,20.02895054,47.52714113,5.968636912,20725
NC,suburban-large,0.782122905,0.726256983,1.145251397,8.463687151,86.63407821,2.248603352,7160
NC,suburban-large,0.157115068,1.840490798,4.06254676,23.79919198,66.11551698,4.025138411,13366
NC,town-distant,0.699067909,1.165113182,77.86284953,3.96138482,14.48069241,1.830892144,3004
NC,city-small,0.069686411,4.157955865,20.76655052,24.76190476,42.60162602,7.642276423,4305
NC,suburban-large,9.3721038,1.123725672,34.81232623,21.98795181,26.12372567,6.580166821,8632
NC,rural-remote,0,0,20.19230769,19.87179487,57.37179487,2.564102564,624
NC,suburban-large,0.171392194,2.830419666,14.20596445,13.02090985,66.58831595,3.182997894,20421
NC,rural-fringe,7.199130671,1.711491443,1.494159196,13.96359685,72.58897039,3.042651453,3681
NC,rural-fringe,0.359844728,0.762190803,15.89266993,23.00172839,56.70246224,3.281103902,35293
NC,rural-distant,0.169204738,0.338409475,39.50930626,9.137055838,47.63113367,3.214890017,1182
NC,suburban-midsize,0.260756193,1.452784504,27.64015645,30.54572546,34.49431924,5.606258149,5369
NC,town-distant,0.666868748,0.899262403,21.04678185,34.51550975,39.32504799,3.546529251,9897
NC,rural-fringe,0.136332652,0.761190638,47.2165417,13.74687571,35.51465576,2.624403545,8802
NC,suburban-large,0.389736928,4.546930822,29.49009419,34.65410848,23.35173758,7.56739201,3079
NC,rural-fringe,0.087237198,0.84620082,6.054261537,11.1052953,78.01622612,3.890779028,11463
NC,rural-fringe,0.375763269,0.962893377,0.751526538,18.81164866,76.84358854,2.254579615,4258
NC,rural-distant,0.085800086,0.514800515,0.3003003,4.161304161,93.82239382,1.115401115,2331
NC,rural-distant,0.060864273,0.699939136,51.03469264,7.942787584,37.40109556,2.860620816,3286
NC,rural-fringe,0.386294928,1.108498488,2.922405106,13.43634531,78.60262009,3.543836077,5954
NC,city-large,0.425099973,6.480049595,38.90822882,23.03169856,28.67108571,2.483837345,146789
NC,rural-distant,0.108225108,0.811688312,0.270562771,9.523809524,87.98701299,1.298701299,1848
NC,rural-fringe,0.124533001,1.768368618,19.8256538,33.94769614,41.07098381,3.262764633,4015
NC,town-distant,1.227380016,1.188040913,16.52242329,12.93469709,64.3509048,3.776553895,12710
NC,suburban-large,0.426159646,1.999672185,15.24340272,10.50647435,66.41534175,5.408949353,6101
NC,town-distant,0,1.416256158,8.374384236,19.39655172,66.31773399,4.495073892,1624
NC,city-small,0.513086965,0.915762811,51.54900305,12.34006625,31.65551731,3.026563616,15397
NC,rural-fringe,0.218756616,4.840872204,28.32545339,10.10514431,51.04085809,5.468915391,14171
NC,city-midsize,0.327407013,1.857844444,19.62538546,13.10770168,61.11089961,3.970761792,26267
NC,suburban-midsize,0.065402224,5.820797907,12.85153695,25.83387835,47.38391105,8.044473512,3058
NC,rural-distant,0.160599572,0.535331906,79.5503212,4.068522484,12.79443255,2.890792291,1868
NC,city-small,0.481936855,1.69247116,19.22055252,13.69914997,56.72814208,8.17774742,26352
NC,suburban-large,0.252592396,1.356022334,14.96942303,21.92236107,57.45812284,4.04147833,7522
NC,rural-distant,0.382262997,0.764525994,21.25382263,7.721712538,63.37920489,6.498470948,1308
NC,rural-fringe,0.292297111,0.980055021,44.68707015,7.788858322,41.86726272,4.384456671,5816
